x; y; z; vx; vy; vz; phi; teta; psi; omegaX; omegaY; omegaZ
1.147727;-0.777478;-0.063865;-1.657479;0.258176;-1.600141;0.254884;-2.151218;-101.243601;-4.027930;-0.123346;-0.017737
1.121642;-0.786797;-0.052007;-1.652787;0.273256;-1.618103;0.254884;-2.151218;-100.743274;-3.998858;-0.123526;-0.000575
1.101760;-0.788177;-0.072265;-1.656689;0.260882;-1.590581;0.254884;-2.151218;-100.384606;-3.994960;-0.123483;-0.001270
1.087727;-0.787968;-0.081874;-1.676185;0.255093;-1.549326;0.254884;-2.151218;-99.992823;-3.985331;-0.123515;0.003304
1.074382;-0.797746;-0.062870;-1.698174;0.277006;-1.559300;0.254884;-2.151218;-99.541581;-3.974397;-0.123573;0.006776
1.056199;-0.804368;-0.052132;-1.690342;0.289240;-1.582210;0.254884;-2.151218;-99.132584;-3.970993;-0.123570;0.008632
1.033597;-0.807264;-0.058484;-1.673015;0.285826;-1.587756;0.254884;-2.151218;-98.826025;-3.974985;-0.123503;0.004473
1.007844;-0.812424;-0.058390;-1.652606;0.286108;-1.592808;0.254884;-2.151218;-98.839140;-3.999454;-0.123242;-0.014609
0.988464;-0.809580;-0.049016;-1.655328;0.261395;-1.617770;0.254884;-2.151218;-98.842401;-4.008075;-0.123141;-0.021518
0.970418;-0.807032;-0.057294;-1.666134;0.258562;-1.619840;0.254884;-2.151218;-98.849312;-4.015225;-0.123059;-0.027207
0.952372;-0.804807;-0.058659;-1.678586;0.262846;-1.619361;0.254884;-2.151218;-98.705865;-4.009145;-0.123111;-0.023845
0.932539;-0.806812;-0.041629;-1.685578;0.277096;-1.647116;0.254884;-2.151218;-98.356048;-3.993164;-0.123261;-0.014899
0.916713;-0.798151;-0.036811;-1.692527;0.268293;-1.675014;0.254884;-2.151218;-98.353796;-4.013410;-0.123056;-0.027947
0.902058;-0.789149;-0.053887;-1.699549;0.270032;-1.666394;0.254884;-2.151218;-98.220029;-4.008762;-0.123098;-0.024937
0.886007;-0.784767;-0.059992;-1.701620;0.282151;-1.648246;0.254884;-2.151218;-98.184569;-4.016508;-0.123019;-0.030299
0.866174;-0.780802;-0.049839;-1.689713;0.284915;-1.652776;0.254884;-2.151218;-98.566839;-4.051329;-0.122668;-0.054854
0.845996;-0.778165;-0.055468;-1.677185;0.282932;-1.646097;0.254884;-2.151218;-98.971702;-4.067461;-0.122503;-0.067168
0.830560;-0.779769;-0.058425;-1.680620;0.284592;-1.637274;0.254884;-2.151218;-99.350303;-4.077116;-0.122403;-0.074016
0.814535;-0.783098;-0.055682;-1.677375;0.287772;-1.634635;0.254884;-2.151218;-99.690035;-4.082297;-0.122349;-0.078819
0.803080;-0.786346;-0.044580;-1.685501;0.285323;-1.656621;0.254884;-2.151218;-100.069369;-4.090366;-0.122265;-0.085279
0.792282;-0.795258;-0.056753;-1.692728;0.301222;-1.647120;0.254884;-2.151218;-100.198609;-4.076476;-0.122406;-0.074673
0.779678;-0.800837;-0.055768;-1.689239;0.298240;-1.642018;0.254884;-2.151218;-100.479335;-4.084550;-0.122323;-0.080606
0.768326;-0.804834;-0.076108;-1.688995;0.292268;-1.593180;0.254884;-2.151218;-100.992237;-4.103884;-0.122124;-0.097047
0.757767;-0.808638;-0.053570;-1.695016;0.282914;-1.606620;0.254884;-2.151218;-101.423092;-4.105718;-0.122104;-0.098166
0.746893;-0.813629;-0.053372;-1.701786;0.284640;-1.616602;0.254884;-2.151218;-101.597956;-4.090163;-0.122263;-0.086048
0.672860;-0.826988;-0.082229;-1.699867;0.276448;-1.617275;0.254884;-2.151218;-101.856411;-4.091570;-0.122248;-0.088493
0.653982;-0.829404;-0.056595;-1.700980;0.276097;-1.617339;0.254884;-2.151218;-101.981422;-4.080565;-0.122361;-0.079641
0.638606;-0.831129;-0.056025;-1.699361;0.276418;-1.618524;0.254884;-2.151218;-102.032081;-4.070391;-0.122465;-0.071467
0.624891;-0.833476;-0.054589;-1.699520;0.277722;-1.622092;0.254884;-2.151218;-102.050603;-4.062336;-0.122548;-0.064994
0.613739;-0.836155;-0.054789;-1.705887;0.278935;-1.624677;0.254884;-2.151218;-102.221797;-4.068676;-0.122484;-0.070259
0.603807;-0.839660;-0.055171;-1.713026;0.282907;-1.625487;0.254884;-2.151218;-102.506227;-4.077670;-0.122393;-0.077445
0.594362;-0.841722;-0.057778;-1.718195;0.281927;-1.620240;0.254884;-2.151218;-103.002894;-4.097310;-0.122191;-0.092886
0.581780;-0.843819;-0.056775;-1.716263;0.281057;-1.618765;0.254884;-2.151218;-103.515853;-4.107374;-0.122086;-0.100153
0.567206;-0.848849;-0.055658;-1.707646;0.285658;-1.619001;0.254884;-2.151218;-103.906283;-4.105327;-0.122106;-0.099675
0.552650;-0.850584;-0.057036;-1.701320;0.273109;-1.617752;0.254884;-2.151218;-104.460138;-4.119630;-0.121957;-0.112096
0.533973;-0.838044;-0.041017;-1.698697;0.235779;-1.650119;0.254884;-2.151218;-105.250903;-4.143669;-0.121703;-0.126352
0.519445;-0.836856;-0.050435;-1.717608;0.249140;-1.657328;0.254884;-2.151218;-105.852812;-4.140933;-0.121729;-0.123749
0.514090;-0.834559;-0.053131;-1.745727;0.252858;-1.655928;0.254884;-2.151218;-106.545813;-4.151127;-0.121620;-0.132109
0.503141;-0.836616;-0.060716;-1.753599;0.269995;-1.639104;0.254884;-2.151218;-107.526425;-4.177884;-0.121332;-0.149468
0.489730;-0.832728;-0.056782;-1.748671;0.257476;-1.633656;0.254884;-2.151218;-108.217460;-4.168247;-0.121431;-0.142281
0.478851;-0.829656;-0.048592;-1.753138;0.250385;-1.646997;0.254884;-2.151218;-108.758125;-4.157921;-0.121538;-0.136579
0.467941;-0.821811;-0.050303;-1.759498;0.237462;-1.653182;0.254884;-2.151218;-109.144406;-4.142769;-0.121697;-0.125682
0.462127;-0.813587;-0.057593;-1.781117;0.235129;-1.641873;0.254884;-2.151218;-109.529112;-4.135528;-0.121774;-0.120688
0.455329;-0.807734;-0.045724;-1.795341;0.244524;-1.656860;0.254884;-2.151218;-109.849758;-4.125232;-0.121883;-0.113031
0.450788;-0.806057;-0.049964;-1.808108;0.260755;-1.658263;0.254884;-2.151218;-110.145366;-4.117336;-0.121967;-0.107042
0.452187;-0.803395;-0.050594;-1.825460;0.264295;-1.657320;0.254884;-2.151218;-110.793643;-4.138616;-0.121746;-0.126078
0.453962;-0.802651;-0.053369;-1.836909;0.272346;-1.650355;0.254884;-2.151218;-111.919870;-4.180621;-0.121299;-0.156392
0.459463;-0.810375;-0.052365;-1.846289;0.281276;-1.649746;0.254884;-2.151218;-112.833143;-4.182822;-0.121272;-0.144927
0.463361;-0.811297;-0.057732;-1.847140;0.271675;-1.646736;0.254884;-2.151218;-113.210256;-4.150408;-0.121613;-0.121746
0.460871;-0.804879;-0.055620;-1.841747;0.250684;-1.637343;0.254884;-2.151218;-113.393559;-4.126477;-0.121865;-0.105976
0.462587;-0.798916;-0.050415;-1.857062;0.244620;-1.642326;0.254884;-2.151218;-113.810024;-4.131338;-0.121817;-0.113558
0.463526;-0.796042;-0.052810;-1.868003;0.254049;-1.639876;0.254884;-2.151218;-114.305443;-4.134280;-0.121788;-0.117656
0.461241;-0.790259;-0.052259;-1.868480;0.255078;-1.641459;0.254884;-2.151218;-114.682659;-4.125355;-0.121883;-0.106419
0.465408;-0.791336;-0.051810;-1.874416;0.261052;-1.644732;0.254884;-2.151218;-115.041496;-4.120565;-0.121934;-0.095231
0.468805;-0.797314;-0.052803;-1.876172;0.264947;-1.646732;0.254884;-2.151218;-115.450714;-4.121238;-0.121929;-0.087559
0.468892;-0.794365;-0.051064;-1.874070;0.251992;-1.647865;0.254884;-2.151218;-115.978648;-4.129246;-0.121846;-0.100098
0.471091;-0.788005;-0.050897;-1.880456;0.245697;-1.650669;0.254884;-2.151218;-116.634959;-4.141598;-0.121717;-0.101217
0.473156;-0.783320;-0.052242;-1.886760;0.246144;-1.652222;0.254884;-2.151218;-117.248627;-4.144101;-0.121690;-0.095634
0.474258;-0.787847;-0.047698;-1.891400;0.253957;-1.658095;0.254884;-2.151218;-117.732809;-4.137494;-0.121759;-0.091828
0.472938;-0.788046;-0.050005;-1.887776;0.247409;-1.660190;0.254884;-2.151218;-118.094529;-4.126964;-0.121869;-0.092114
0.473675;-0.785632;-0.050578;-1.893008;0.237364;-1.661242;0.254884;-2.151218;-118.678446;-4.139189;-0.121741;-0.107192
0.474680;-0.789148;-0.057695;-1.901058;0.247297;-1.646474;0.254884;-2.151218;-119.115898;-4.131089;-0.121826;-0.105562
0.475049;-0.787297;-0.053244;-1.902693;0.233807;-1.646202;0.254884;-2.151218;-120.247006;-4.181342;-0.121292;-0.144003
0.477736;-0.783240;-0.048949;-1.915049;0.218376;-1.655721;0.254884;-2.151218;-121.523130;-4.210427;-0.120973;-0.172700
0.481505;-0.785034;-0.058606;-1.931821;0.224599;-1.643242;0.254884;-2.151218;-122.722598;-4.222609;-0.120833;-0.183669
0.481059;-0.786147;-0.053269;-1.933994;0.217506;-1.646063;0.254884;-2.151218;-123.947028;-4.235903;-0.120680;-0.192295
0.477664;-0.783061;-0.071712;-1.932375;0.197583;-1.608263;0.260642;-1.948338;-125.987621;-4.411227;-0.143200;-0.254471
0.488835;-0.767156;-0.046717;-1.973318;0.150211;-1.634912;0.260944;-2.432553;-128.007155;-5.548442;-0.113898;-0.274274
0.469033;-0.754561;-0.065062;-1.943599;0.147680;-1.611363;0.274233;-2.379863;-130.100849;-6.297900;-0.154275;-0.293963
0.458230;-0.738029;-0.059134;-1.949969;0.119080;-1.606223;0.285540;-2.242426;-132.281209;-6.344103;-0.161206;-0.303471
0.458907;-0.735342;-0.051168;-1.984742;0.128866;-1.612293;0.289859;-2.189930;-134.007822;-5.888400;-0.151055;-0.294806
0.455320;-0.725367;-0.052236;-1.997813;0.109704;-1.614534;0.296555;-2.093961;-135.956765;-6.029069;-0.155079;-0.301005
0.458381;-0.718970;-0.053872;-2.027380;0.103305;-1.612154;0.300295;-2.011424;-137.996396;-5.747628;-0.149890;-0.307994
0.462286;-0.715987;-0.052786;-2.052211;0.097920;-1.613845;0.301723;-1.979897;-139.823646;-5.440780;-0.142338;-0.295585
0.465503;-0.709887;-0.052673;-2.071530;0.079270;-1.617583;0.304161;-1.919741;-141.644786;-5.362163;-0.141122;-0.288587
0.464405;-0.719613;-0.047770;-2.082910;0.098845;-1.631094;0.303027;-1.497986;-143.503416;-4.056812;-0.151015;-0.301333
0.464963;-0.716468;-0.054591;-2.097200;0.052715;-1.639317;0.305667;-1.257960;-145.434712;-4.497059;-0.152090;-0.308926
0.472714;-0.706086;-0.059543;-2.135175;0.021224;-1.639156;0.309778;-1.127562;-147.460866;-4.902717;-0.150283;-0.314406
0.481589;-0.692502;-0.038343;-2.173272;-0.001526;-1.680670;0.309116;-0.920395;-149.513643;-4.230378;-0.146908;-0.322670
0.497092;-0.662853;-0.053398;-2.222724;-0.049026;-1.687032;0.316748;-1.078341;-151.659429;-5.906030;-0.139139;-0.333944
0.526756;-0.657226;-0.057981;-2.291289;-0.010106;-1.677153;0.315654;-1.418214;-154.251389;-5.314661;-0.115063;-0.361367
0.532485;-0.645765;-0.053799;-2.279298;-0.049086;-1.684186;0.316157;-1.439491;-156.432525;-5.135007;-0.121966;-0.350533
0.537983;-0.645963;-0.040384;-2.279340;-0.055241;-1.719929;0.309356;-1.251153;-158.390991;-3.642303;-0.124296;-0.338170
0.551689;-0.666912;-0.053338;-2.293775;-0.049372;-1.737192;0.295631;-1.030994;-160.398370;-2.352562;-0.122109;-0.319485
0.559895;-0.671407;-0.059844;-2.302087;-0.106207;-1.755414;0.290389;-0.946901;-162.111786;-2.821528;-0.121839;-0.302131
0.558429;-0.665807;-0.063859;-2.298094;-0.149971;-1.762583;0.290585;-0.593005;-164.690114;-3.409497;-0.140533;-0.352651
0.564631;-0.667802;-0.060464;-2.321057;-0.166132;-1.785690;0.290659;-0.457829;-166.451108;-3.624928;-0.135839;-0.325310
0.570123;-0.651735;-0.038758;-2.336024;-0.227125;-1.853995;0.290688;-0.406196;-167.955443;-3.791913;-0.132182;-0.305942
0.572642;-0.639571;-0.054419;-2.344420;-0.228787;-1.874082;0.295470;-0.210762;-169.887681;-4.738734;-0.140433;-0.319223
0.574761;-0.632496;-0.053341;-2.349091;-0.240888;-1.899370;0.299290;0.006078;-171.749624;-5.009975;-0.144215;-0.321029
0.586561;-0.643714;-0.042543;-2.376498;-0.218679;-1.950534;0.293111;0.072336;-173.537209;-3.287998;-0.135254;-0.323893
0.596083;-0.637532;-0.045517;-2.385573;-0.286054;-1.994474;0.290750;0.097644;-175.030071;-3.532413;-0.131802;-0.303638
0.600313;-0.632233;-0.049532;-2.382051;-0.300501;-2.019844;0.289848;0.107311;-176.578603;-3.731101;-0.129010;-0.296104
0.601279;-0.631813;-0.051506;-2.371334;-0.311742;-2.040580;0.289504;0.111004;-177.932564;-3.863994;-0.127000;-0.282861
0.594086;-0.636501;-0.049008;-2.341961;-0.319161;-2.066612;0.289373;0.112414;43.349367;-3.959127;-0.125497;-0.269743
0.595076;-0.636242;-0.047390;-2.252866;-1.151642;-2.329925;0.289322;0.112953;126.866244;-4.055363;-0.124095;-0.269685
0.595051;-0.641560;-0.054665;-1.914705;-1.160861;-2.436208;0.289303;0.113158;158.104608;-4.101706;-0.123278;-0.252934
0.572454;-0.640999;-0.058926;-1.795145;-0.626756;-2.344710;0.290989;0.901680;169.052585;-4.762143;-0.170054;-0.263358
0.570160;-0.640794;-0.052366;-1.890089;-0.458993;-2.309244;0.291633;1.202869;172.164724;-4.703249;-0.157913;-0.270529
0.573144;-0.641317;-0.052687;-1.995429;-0.423751;-2.293538;0.291879;1.317913;172.322330;-4.646479;-0.148689;-0.281852
0.573521;-0.641848;-0.043316;-2.070622;-0.427243;-2.309693;0.291973;1.361856;171.548201;-4.579155;-0.141834;-0.278527
0.577326;-0.644731;-0.050271;-2.133327;-0.434080;-2.311291;0.292009;1.378640;170.669330;-4.502178;-0.136834;-0.256708
0.584838;-0.646036;-0.056717;-2.185057;-0.453308;-2.304188;0.292022;1.385051;169.591664;-4.454997;-0.132883;-0.248878
0.588776;-0.646465;-0.049120;-2.211097;-0.474329;-2.318335;0.292028;1.387500;168.709173;-4.394881;-0.130106;-0.228529
0.591077;-0.649979;-0.047779;-2.223838;-0.479711;-2.334454;0.292030;1.388436;168.026713;-4.338058;-0.128096;-0.207194
0.592153;-0.656340;-0.051191;-2.228290;-0.482426;-2.341550;0.292030;1.388793;167.228540;-4.309429;-0.126404;-0.203222
0.600219;-0.658970;-0.050947;-2.236103;-0.506248;-2.352025;0.292031;1.388929;166.460455;-4.281194;-0.125176;-0.179710
0.603966;-0.662345;-0.049290;-2.232130;-0.515934;-2.362826;0.292031;1.388982;165.951491;-4.240116;-0.124443;-0.154904
0.604485;-0.666573;-0.060487;-2.222878;-0.523678;-2.365151;0.292031;1.389001;165.853743;-4.184623;-0.124135;-0.127212
0.612370;-0.657090;-0.063847;-2.217380;-0.528039;-2.369416;0.292031;1.389009;165.678523;-4.156464;-0.123753;-0.108483
0.623919;-0.651554;-0.057526;-2.218830;-0.532422;-2.369765;0.292031;1.389012;165.334982;-4.149309;-0.123313;-0.099307
0.628863;-0.644255;-0.055460;-2.214072;-0.542009;-2.370746;0.292031;1.389013;165.038877;-4.135253;-0.123065;-0.091518
0.629766;-0.608715;-0.076215;-2.201335;-0.560191;-2.365136;0.292031;1.389014;164.970217;-4.107339;-0.123052;-0.076742
0.631660;-0.597129;-0.056768;-2.196573;-0.559839;-2.356108;0.292031;1.389014;164.911690;-4.093081;-0.122970;-0.071134
0.634836;-0.564447;-0.071564;-2.193119;-0.567579;-2.347487;0.292031;1.389014;164.923528;-4.078491;-0.122945;-0.063777
0.640646;-0.537432;-0.066186;-2.193823;-0.574157;-2.336958;0.292031;1.389014;164.870217;-4.069045;-0.122909;-0.059589
0.643177;-0.520545;-0.059370;-2.189288;-0.577385;-2.328744;0.292031;1.389014;164.898417;-4.057682;-0.122923;-0.053009
0.650059;-0.508048;-0.066854;-2.195835;-0.568066;-2.307368;0.292031;1.389014;164.614625;-4.075068;-0.122670;-0.068140
0.655712;-0.493863;-0.056883;-2.197018;-0.580011;-2.314232;0.292031;1.389014;164.202936;-4.088966;-0.122469;-0.080510
0.640871;-0.425713;-0.083095;-2.147324;-0.714046;-2.262581;0.307684;2.083254;163.749579;-7.835713;-0.146931;-0.091942
0.638811;-0.401070;-0.059124;-2.134643;-0.590477;-2.269588;0.313663;2.348430;163.574208;-6.939049;-0.141234;-0.080808
0.642672;-0.380719;-0.061444;-2.150967;-0.581941;-2.284310;0.315947;2.449718;163.371887;-6.265672;-0.136708;-0.080030
0.655454;-0.355219;-0.053490;-2.184577;-0.596717;-2.314702;0.316819;2.488406;163.164879;-5.750405;-0.133274;-0.079450
0.669050;-0.340278;-0.061834;-2.207313;-0.572296;-2.321465;0.317152;2.503184;162.706214;-5.377082;-0.130390;-0.093452
0.680213;-0.325733;-0.082571;-2.216331;-0.575691;-2.299863;0.317280;2.508829;162.208648;-5.086600;-0.128273;-0.097872
0.683328;-0.306980;-0.064126;-2.204662;-0.588148;-2.323547;0.317328;2.510985;161.958526;-4.843476;-0.126926;-0.087640
0.693121;-0.291911;-0.063637;-2.206449;-0.583194;-2.339790;0.317347;2.511808;161.727855;-4.663583;-0.125831;-0.083211
0.703078;-0.273150;-0.054923;-2.208260;-0.593391;-2.366316;0.317354;2.512123;161.274986;-4.543924;-0.124795;-0.090860
0.727816;-0.244921;-0.039069;-2.236384;-0.616908;-2.414327;0.317357;2.512243;160.839947;-4.444358;-0.124102;-0.092782
0.744986;-0.224906;-0.079523;-2.233850;-0.600990;-2.385650;0.317358;2.512289;160.450910;-4.365178;-0.123610;-0.091202
0.772741;-0.197225;-0.041994;-2.255340;-0.627585;-2.427848;0.317358;2.512307;159.817876;-4.324603;-0.123019;-0.103544
0.788132;-0.171215;-0.054384;-2.243054;-0.634138;-2.438822;0.317358;2.512313;159.351219;-4.273696;-0.122786;-0.101163
0.820929;-0.144186;-0.040993;-2.270714;-0.642782;-2.473023;0.317358;2.512316;158.939552;-4.235423;-0.122603;-0.100268
0.853329;-0.120127;-0.013223;-2.277725;-0.636759;-2.545480;0.317358;2.512317;158.911025;-4.178719;-0.122755;-0.080977
0.860732;-0.108529;-0.060709;-2.235579;-0.599202;-2.529174;0.317358;2.512317;158.567026;-4.170425;-0.122504;-0.081081
0.883883;-0.061603;-0.065483;-2.234704;-0.654148;-2.510233;0.332037;2.830898;157.682019;-6.083083;-0.120591;-0.101963
0.923941;-0.038756;-0.028379;-2.232284;-0.611208;-2.536506;0.337644;2.952584;156.891666;-5.633669;-0.120594;-0.100717
0.948756;-0.018230;-0.042741;-2.230255;-0.622125;-2.554886;0.339786;2.999064;156.254659;-5.281613;-0.120760;-0.101905
0.969226;-0.000612;-0.063508;-2.226887;-0.628237;-2.534035;0.340604;3.016818;155.671032;-5.013089;-0.120904;-0.106298
0.990887;0.020759;-0.052872;-2.228270;-0.650632;-2.540048;0.340917;3.023599;155.374783;-4.788035;-0.121285;-0.095936
1.005935;0.040750;-0.060134;-2.208177;-0.649366;-2.529646;0.341036;3.026188;155.033937;-4.627697;-0.121439;-0.096395
1.022684;0.060807;-0.061534;-2.198225;-0.654589;-2.518621;0.341081;3.027177;154.732582;-4.500989;-0.121613;-0.094015
1.043498;0.081862;-0.048631;-2.195855;-0.659772;-2.537100;0.341099;3.027555;154.309480;-4.414496;-0.121633;-0.099501
1.056925;0.092732;-0.071801;-2.174686;-0.640726;-2.507150;0.341106;3.027699;153.912364;-4.342975;-0.121715;-0.099348
1.081463;0.104368;-0.062910;-2.184978;-0.649419;-2.504584;0.341108;3.027754;153.467805;-4.292666;-0.121733;-0.102420
1.103982;0.115686;-0.065979;-2.186497;-0.658989;-2.496257;0.341109;3.027774;153.229454;-4.237359;-0.121932;-0.092748
1.124341;0.128228;-0.060801;-2.180484;-0.667163;-2.501137;0.341109;3.027782;153.095583;-4.193179;-0.122105;-0.083846
1.146035;0.142915;-0.046215;-2.172418;-0.669070;-2.533888;0.341110;3.027784;152.997871;-4.159715;-0.122235;-0.076952
1.164394;0.156895;-0.051637;-2.163722;-0.666664;-2.547291;0.341110;3.027785;153.080366;-4.121585;-0.122465;-0.062124
1.178732;0.171228;-0.062592;-2.144862;-0.658252;-2.537790;0.341110;3.027785;153.266095;-4.089835;-0.122666;-0.050263
1.196092;0.188465;-0.062098;-2.147130;-0.666705;-2.524806;0.341110;3.027785;153.289742;-4.080839;-0.122664;-0.051786
1.213780;0.205517;-0.057640;-2.145149;-0.665701;-2.525125;0.341110;3.027785;153.456145;-4.058450;-0.122819;-0.040795
1.228185;0.222124;-0.058664;-2.139356;-0.664740;-2.520933;0.341110;3.027785;153.576946;-4.048932;-0.122861;-0.037995
1.244821;0.240553;-0.054031;-2.142724;-0.668266;-2.527064;0.341110;3.027785;153.507863;-4.054755;-0.122761;-0.046953
1.265491;0.261103;-0.067303;-2.146802;-0.666887;-2.507344;0.341110;3.027785;153.536159;-4.046305;-0.122815;-0.043309
1.287996;0.277170;-0.051787;-2.150961;-0.658261;-2.523504;0.341110;3.027785;153.634821;-4.037331;-0.122881;-0.038917
1.303685;0.298515;-0.058891;-2.143573;-0.668655;-2.522060;0.341110;3.027785;153.908087;-4.019252;-0.123042;-0.027128
1.313266;0.323823;-0.066387;-2.126365;-0.674350;-2.501809;0.341110;3.027785;154.241733;-4.005898;-0.123160;-0.017881
1.325248;0.350542;-0.068656;-2.118198;-0.668184;-2.481626;0.341110;3.027785;154.356375;-4.014105;-0.123068;-0.024796
1.336335;0.373757;-0.062312;-2.114378;-0.667237;-2.474358;0.341110;3.027785;154.379734;-4.020954;-0.122992;-0.030667
1.347420;0.398609;-0.070014;-2.108304;-0.663941;-2.458032;0.341110;3.027785;154.334327;-4.028762;-0.122908;-0.036778
1.358897;0.420966;-0.056374;-2.106606;-0.663896;-2.470780;0.341110;3.027785;154.333270;-4.029361;-0.122898;-0.037599
1.367867;0.444438;-0.062490;-2.099655;-0.664366;-2.467821;0.341110;3.027785;154.417080;-4.024658;-0.122941;-0.034339
1.375646;0.462672;-0.069012;-2.094107;-0.654404;-2.447469;0.341110;3.027785;154.485303;-4.024711;-0.122938;-0.034394
1.389362;0.482728;-0.063018;-2.104090;-0.657168;-2.448154;0.341110;3.027785;154.529623;-4.026115;-0.122922;-0.035648
1.401313;0.502955;-0.060962;-2.108141;-0.661708;-2.451217;0.341110;3.027785;154.545784;-4.028633;-0.122895;-0.037733
1.412581;0.511775;-0.084660;-2.105277;-0.630994;-2.411697;0.341110;3.027785;154.415474;-4.040865;-0.122772;-0.046651
1.426582;0.528412;-0.057597;-2.114336;-0.656021;-2.437113;0.341110;3.027785;154.335712;-4.042119;-0.122758;-0.047805
1.441878;0.547185;-0.057057;-2.120653;-0.661304;-2.454813;0.341110;3.027785;154.079416;-4.057934;-0.122598;-0.060377
1.455796;0.562523;-0.064054;-2.117390;-0.652261;-2.457417;0.341110;3.027785;153.822562;-4.064927;-0.122527;-0.065033
1.469968;0.574555;-0.073026;-2.119280;-0.650742;-2.439514;0.341110;3.027785;153.727568;-4.057989;-0.122596;-0.059947
1.491038;0.602083;-0.071494;-2.135028;-0.689406;-2.431127;0.341110;3.027785;153.485023;-4.068553;-0.122489;-0.068206
1.504068;0.615391;-0.062055;-2.118191;-0.662202;-2.444014;0.341110;3.027785;153.188305;-4.076443;-0.122408;-0.073686
1.515286;0.629995;-0.069766;-2.107582;-0.666479;-2.440705;0.341110;3.027785;152.846968;-4.084271;-0.122327;-0.079496
1.532611;0.644764;-0.065918;-2.111794;-0.670877;-2.445650;0.341110;3.027785;152.294401;-4.104920;-0.122114;-0.095261
1.548283;0.656712;-0.062974;-2.110566;-0.674995;-2.454974;0.341110;3.027785;152.000762;-4.095009;-0.122214;-0.088427
1.552290;0.670955;-0.063000;-2.078788;-0.678717;-2.467533;0.341110;3.027785;151.887936;-4.081256;-0.122355;-0.078038
1.562624;0.680371;-0.063810;-2.071760;-0.665589;-2.469788;0.341110;3.027785;151.364203;-4.107043;-0.122089;-0.098503
1.572763;0.690915;-0.054495;-2.065996;-0.674696;-2.493910;0.341110;3.027785;150.935252;-4.107671;-0.122082;-0.099718
1.583123;0.701645;-0.049809;-2.057404;-0.675136;-2.522523;0.341110;3.027785;150.420981;-4.117318;-0.121981;-0.106169
1.595144;0.712053;-0.068135;-2.054013;-0.677040;-2.507714;0.341110;3.027785;149.794735;-4.130650;-0.121840;-0.116479
1.612513;0.721195;-0.054660;-2.054666;-0.681331;-2.528308;0.341110;3.027785;149.089881;-4.143496;-0.121703;-0.122456
1.614420;0.725696;-0.072986;-2.021718;-0.680969;-2.507908;0.341110;3.027785;148.811288;-4.118950;-0.121958;-0.104535
1.623938;0.733053;-0.057729;-2.016945;-0.689514;-2.521302;0.341110;3.027785;148.589482;-4.108193;-0.122070;-0.097350
1.642329;0.750580;-0.068311;-2.008958;-0.696667;-2.525489;0.341110;3.027785;148.738501;-4.080501;-0.122355;-0.075552
1.655218;0.761249;-0.060557;-2.010211;-0.693129;-2.525002;0.341110;3.027785;148.792744;-4.070324;-0.122461;-0.068337
1.682507;0.774671;-0.068984;-2.043740;-0.698345;-2.509058;0.341110;3.027785;148.558016;-4.081681;-0.122346;-0.077667
1.698575;0.783912;-0.058504;-2.038189;-0.699969;-2.522337;0.341110;3.027785;148.428871;-4.074010;-0.122426;-0.072112
1.719819;0.804274;-0.069305;-2.025006;-0.704692;-2.528274;0.341110;3.027785;148.465978;-4.056940;-0.122600;-0.058513
1.733915;0.814140;-0.060917;-2.019436;-0.695688;-2.530006;0.341110;3.027785;148.441873;-4.055024;-0.122621;-0.057386
1.750718;0.822634;-0.054863;-2.029477;-0.695457;-2.542890;0.341110;3.027785;148.420651;-4.051570;-0.122657;-0.055090
1.766031;0.831634;-0.056880;-2.027577;-0.694442;-2.550987;0.341110;3.027785;148.499175;-4.041454;-0.122759;-0.047595
1.781278;0.842087;-0.055947;-2.027076;-0.695132;-2.558428;0.341110;3.027785;148.521612;-4.040866;-0.122766;-0.047242
1.796970;0.852870;-0.060784;-2.028658;-0.694895;-2.553327;0.341110;3.027785;148.572757;-4.036614;-0.122809;-0.044039
1.812858;0.864717;-0.061360;-2.033118;-0.699582;-2.546277;0.341110;3.027785;148.622400;-4.034310;-0.122832;-0.042176
1.825027;0.871914;-0.071628;-2.026645;-0.689471;-2.517006;0.341110;3.027785;148.683043;-4.031672;-0.122859;-0.039986
1.845858;0.887199;-0.053327;-2.038553;-0.706214;-2.538447;0.341110;3.027785;148.667431;-4.035764;-0.122818;-0.043126
1.866703;0.896487;-0.058785;-2.043568;-0.693143;-2.542807;0.341110;3.027785;148.569586;-4.042921;-0.122747;-0.048519
1.881152;0.904943;-0.058044;-2.040870;-0.696230;-2.546688;0.341110;3.027785;148.538063;-4.040970;-0.122767;-0.047130
1.893788;0.915607;-0.060675;-2.033481;-0.700421;-2.544282;0.341110;3.027785;148.725563;-4.024783;-0.122928;-0.033928
1.903969;0.933241;-0.047863;-2.023275;-0.715496;-2.569343;0.341110;3.027785;149.047344;-4.008552;-0.123089;-0.019955
1.918839;0.944795;-0.057476;-2.020957;-0.686035;-2.564708;0.341110;3.027785;149.170379;-4.015149;-0.123024;-0.025689
1.933003;0.954149;-0.059115;-2.026651;-0.681285;-2.557990;0.341110;3.027785;149.355808;-4.009672;-0.123078;-0.021538
1.944930;0.959713;-0.057345;-2.024891;-0.670763;-2.558449;0.341110;3.027785;149.394487;-4.018459;-0.122991;-0.028708
